Probe Measurement Outcomes 
Delta: -54083715.725774
J: 3.25737133530311e-19
bit_errors:
- 0
- 0
- 0
- 0
cOpts:
  D: 4.0e-07
  cOffset:
  - 0
  - 0
  - 0
  d: 4.0e-08
  pJit: false
  rstd: 1.0e-09
  tau: 0.003378770521134961
  xstd: 0
  ystd: 0
  zstd: 1e-9
circ: true
folder: displacement\800runs_nobitflips_randomtwirl_6nmdisplacement
qubit_displacement_error: true
qubit_displacement_halfheight: 3e-9
qubit_displacement_radius: 6e-9
r:
- 0
- 0
- 4.0e-08
random_errors: false
runs: 800
specify_errors: false
steps: 5000
subfolder: plots
time: 0.003378770521134961
twirl: true

 
sigmax exp.	Prob. of |+>	Prob. of |->
0.94833551962	 0.97416775981 	 0.0258322401899 
0.988300690479	 0.99415034524 	 0.00584965476045 
0.982206691867	 0.991103345934 	 0.00889665406627 
0.987544782432	 0.993772391216 	 0.006227608784 
0.989701026308	 0.994850513154 	 0.00514948684605 
0.986534440022	 0.993267220011 	 0.00673277998877 
0.992988562146	 0.996494281073 	 0.00350571892704 
0.872600618775	 0.936300309387 	 0.0636996906126 
0.997016263838	 0.998508131919 	 0.00149186808105 
0.965331017267	 0.982665508634 	 0.0173344913664 
0.995357673762	 0.997678836881 	 0.00232116311922 
0.986998025814	 0.993499012907 	 0.00650098709323 
0.900025284061	 0.95001264203 	 0.0499873579696 
0.921915889084	 0.960957944542 	 0.0390420554582 
0.992631091776	 0.996315545888 	 0.00368445411188 
0.996373483898	 0.998186741949 	 0.00181325805106 
0.998287705856	 0.999143852928 	 0.000856147071753 
0.982055316854	 0.991027658427 	 0.00897234157276 
0.976829086897	 0.988414543449 	 0.0115854565513 
0.994298220097	 0.997149110049 	 0.00285088995141 
0.998678687672	 0.999339343836 	 0.000660656163889 
0.87693517653	 0.938467588265 	 0.0615324117351 
0.907856007207	 0.953928003603 	 0.0460719963967 
0.99015536945	 0.995077684725 	 0.00492231527478 
0.912858107158	 0.956429053579 	 0.043570946421 
0.942262083482	 0.971131041741 	 0.0288689582591 
0.999189459091	 0.999594729545 	 0.000405270454712 
0.914395255736	 0.957197627868 	 0.0428023721321 
0.982304961873	 0.991152480936 	 0.00884751906367 
0.994692474677	 0.997346237338 	 0.00265376266161 
0.9997248979	 0.99986244895 	 0.0001375510501 
0.913768735042	 0.956884367521 	 0.0431156324791 
0.998291124681	 0.99914556234 	 0.000854437659723 
0.950926680536	 0.975463340268 	 0.024536659732 
0.992155857047	 0.996077928524 	 0.0039220714764 
0.96217275835	 0.981086379175 	 0.0189136208249 
0.99147191323	 0.995735956615 	 0.00426404338516 
0.940121912473	 0.970060956237 	 0.0299390437633 
0.986321841103	 0.993160920552 	 0.00683907944841 
0.999278361266	 0.999639180633 	 0.00036081936686 
0.941502086009	 0.970751043005 	 0.0292489569954 
0.971212965081	 0.98560648254 	 0.0143935174596 
0.966981333598	 0.983490666799 	 0.0165093332011 
0.812630516846	 0.906315258423 	 0.0936847415769 
0.999867055151	 0.999933527576 	 6.647242434e-05 
0.873639941253	 0.936819970626 	 0.0631800293735 
0.956789581462	 0.978394790731 	 0.0216052092691 
0.967431203103	 0.983715601552 	 0.0162843984483 
0.99363533836	 0.99681766918 	 0.00318233081978 
0.999674886939	 0.99983744347 	 0.000162556530353 
0.991625880243	 0.995812940122 	 0.00418705987846 
0.980798723797	 0.990399361899 	 0.00960063810135 
0.947457529247	 0.973728764624 	 0.0262712353765 
0.998852132111	 0.999426066056 	 0.000573933944469 
0.996862626975	 0.998431313487 	 0.00156868651274 
0.994473109299	 0.997236554649 	 0.00276344535061 
0.984850543045	 0.992425271522 	 0.00757472847766 
0.986743293566	 0.993371646783 	 0.00662835321691 
0.954872835699	 0.977436417849 	 0.0225635821505 
0.986499612087	 0.993249806044 	 0.00675019395636 
0.965243559417	 0.982621779708 	 0.0173782202915 
0.970109276688	 0.985054638344 	 0.0149453616561 
0.889749895607	 0.944874947803 	 0.0551250521967 
0.999995405428	 0.999997702714 	 2.29728601986e-06 
0.928306107123	 0.964153053561 	 0.0358469464386 
0.973353226653	 0.986676613326 	 0.0133233866735 
0.978642947346	 0.989321473673 	 0.010678526327 
0.997771090403	 0.998885545202 	 0.00111445479848 
0.991163039185	 0.995581519592 	 0.0044184804075 
0.997460730038	 0.998730365019 	 0.00126963498077 
0.986851324331	 0.993425662165 	 0.00657433783456 
0.986789826231	 0.993394913115 	 0.00660508688465 
0.996085672762	 0.998042836381 	 0.00195716361897 
0.989923884514	 0.994961942257 	 0.0050380577432 
0.975109070811	 0.987554535406 	 0.0124454645944 
0.99997674399	 0.999988371995 	 1.16280052223e-05 
0.798801542674	 0.899400771337 	 0.100599228663 
0.927555930458	 0.963777965229 	 0.0362220347709 
0.964155817499	 0.982077908749 	 0.0179220912507 
0.993402149762	 0.996701074881 	 0.00329892511876 
0.992700922871	 0.996350461436 	 0.00364953856435 
0.979189735739	 0.989594867869 	 0.0104051321306 
0.999639118466	 0.999819559233 	 0.000180440767132 
0.73898981276	 0.86949490638 	 0.13050509362 
0.997178593028	 0.998589296514 	 0.00141070348585 
0.957404140278	 0.978702070139 	 0.0212979298608 
0.853924872652	 0.926962436326 	 0.0730375636742 
0.955752087829	 0.977876043914 	 0.0221239560857 
0.94955669789	 0.974778348945 	 0.0252216510551 
0.859349276183	 0.929674638091 	 0.0703253619086 
0.981377032029	 0.990688516014 	 0.00931148398571 
0.998875380657	 0.999437690329 	 0.000562309671478 
0.982465351046	 0.991232675523 	 0.0087673244769 
0.99329832025	 0.996649160125 	 0.00335083987481 
0.810623076582	 0.905311538291 	 0.0946884617089 
0.999992360374	 0.999996180187 	 3.81981285935e-06 
0.916691544107	 0.958345772053 	 0.0416542279467 
0.998048417479	 0.999024208739 	 0.000975791260743 
0.98658527936	 0.99329263968 	 0.00670736032001 
0.997641850774	 0.998820925387 	 0.0011790746131 
0.998923554207	 0.999461777104 	 0.000538222896365 
0.998050060604	 0.999025030302 	 0.000974969697761 
0.992713038422	 0.996356519211 	 0.00364348078921 
0.986357444415	 0.993178722208 	 0.00682127779237 
0.894033962027	 0.947016981013 	 0.0529830189866 
0.908404007225	 0.954202003613 	 0.0457979963875 
0.950545990176	 0.975272995088 	 0.0247270049118 
0.934550732678	 0.967275366339 	 0.0327246336608 
0.952665960059	 0.976332980029 	 0.0236670199706 
0.989781392136	 0.994890696068 	 0.00510930393207 
0.979171465321	 0.98958573266 	 0.0104142673395 
0.998316163879	 0.99915808194 	 0.000841918060266 
0.971928500997	 0.985964250498 	 0.0140357495015 
0.800563575687	 0.900281787844 	 0.0997182121563 
0.914899971766	 0.957449985883 	 0.0425500141172 
0.909443198079	 0.95472159904 	 0.0452784009604 
0.984103800818	 0.992051900409 	 0.00794809959077 
0.981915084798	 0.990957542399 	 0.00904245760124 
0.984730602215	 0.992365301107 	 0.00763469889251 
0.98986244844	 0.99493122422 	 0.00506877578019 
0.996332815231	 0.998166407615 	 0.00183359238456 
0.986777294836	 0.993388647418 	 0.00661135258222 
0.999947614863	 0.999973807432 	 2.61925682516e-05 
0.999984230577	 0.999992115289 	 7.88471125523e-06 
0.994295968341	 0.99714798417 	 0.00285201582954 
0.972109598335	 0.986054799167 	 0.0139452008326 
0.994303413014	 0.997151706507 	 0.00284829349316 
0.944572197694	 0.972286098847 	 0.0277139011531 
0.851682198333	 0.925841099166 	 0.0741589008336 
0.93098717083	 0.965493585415 	 0.034506414585 
0.986870148366	 0.993435074183 	 0.00656492581717 
0.999114402203	 0.999557201101 	 0.00044279889862 
0.999663088512	 0.999831544256 	 0.00016845574406 
0.987472973622	 0.993736486811 	 0.00626351318921 
0.997388378007	 0.998694189004 	 0.00130581099643 
0.997534825037	 0.998767412519 	 0.00123258748125 
0.985957047415	 0.992978523708 	 0.00702147629243 
0.922614480644	 0.961307240322 	 0.038692759678 
0.984511542224	 0.992255771112 	 0.00774422888823 
0.995578763087	 0.997789381543 	 0.00221061845663 
0.947033238026	 0.973516619013 	 0.026483380987 
0.975126157984	 0.987563078992 	 0.012436921008 
0.987601277418	 0.993800638709 	 0.00619936129094 
0.953736157165	 0.976868078582 	 0.0231319214177 
0.999688243687	 0.999844121844 	 0.000155878156323 
0.976364156847	 0.988182078424 	 0.0118179215764 
0.963898463323	 0.981949231662 	 0.0180507683384 
0.910909780341	 0.95545489017 	 0.0445451098296 
0.999816132494	 0.999908066247 	 9.19337529611e-05 
0.99999999496	 0.99999999748 	 2.51999243694e-09 
0.998131415659	 0.999065707829 	 0.000934292170546 
0.812058131261	 0.906029065631 	 0.0939709343694 
0.988992448593	 0.994496224297 	 0.00550377570333 
0.999462633686	 0.999731316843 	 0.00026868315687 
0.999996219786	 0.999998109893 	 1.89010682394e-06 
0.998812381616	 0.999406190808 	 0.000593809191958 
0.924512030485	 0.962256015243 	 0.0377439847575 
0.997632034709	 0.998816017355 	 0.00118398264547 
0.997320432192	 0.998660216096 	 0.00133978390416 
0.890106765644	 0.945053382822 	 0.0549466171781 
0.988978833524	 0.994489416762 	 0.00551058323814 
0.989882730317	 0.994941365159 	 0.00505863484131 
0.921509680329	 0.960754840164 	 0.0392451598357 
0.980632229403	 0.990316114702 	 0.00968388529843 
0.978449823574	 0.989224911787 	 0.0107750882128 
0.986673626362	 0.993336813181 	 0.00666318681919 
0.990628170588	 0.995314085294 	 0.00468591470624 
0.999545335286	 0.999772667643 	 0.000227332356774 
0.961575673756	 0.980787836878 	 0.019212163122 
0.993792196148	 0.996896098074 	 0.00310390192582 
0.972925434758	 0.986462717379 	 0.013537282621 
0.998884138739	 0.999442069369 	 0.000557930630538 
0.952801275218	 0.976400637609 	 0.0235993623909 
